130	1	181	2015	####
182	1	129	1790	1871
182	1	123	1871	####
183	1	184	####	2014
185	1	123	1871	####
186	1	187	2015	####
188	1	189	####	2015
188	1	190	2015	####
191	1	32	####	1721
192	1	193	1998	####
194	1	162	1968	####
195	1	189	####	2015
195	1	190	2015	####
196	1	189	####	2015
196	1	190	2015	####
197	1	189	####	2015
197	1	190	2015	####
198	1	189	####	2015
198	1	190	2015	####
199	1	189	####	2015
199	1	190	2015	####
200	1	201	####	2015
200	1	202	2015	####
203	1	122	1790	1871
203	1	123	1871	####
204	1	123	1871	####
205	1	206	1997	####
205	1	207	1775	2009
205	1	208	1634	1775
209	1	210	1968	####
209	1	148	1790	1968
211	1	189	####	2015
211	1	190	2015	####
212	1	189	####	2015
212	1	190	2015	####
213	1	189	####	2015
213	1	190	2015	####
214	1	125	1920	####
215	1	189	####	2015
215	1	190	2015	####
216	1	148	1790	1968
217	1	148	1790	1968
217	1	159	1968	####
218	1	125	1790	1871
134	1	126	1871	1920
219	1	220	2015	####
218	1	126	1871	1920
134	1	125	1920	####
221	1	222	####	2015
221	1	223	2015	####
224	1	122	1790	1871
224	1	123	1871	####
225	1	226	1930	1934
227	1	122	1790	1871
227	1	123	1871	####
228	1	229	752	1870
230	1	179	1994	####
231	1	123	1871	####
232	1	63	####	2015
232	1	233	2015	####
234	1	54	####	2015
235	1	148	1790	1968
236	1	237	1952	1994
238	1	239	2015	####
240	1	122	1790	1871
235	1	241	1968	####
242	1	243	####	2014
240	1	123	1871	####
244	1	245	####	1950
246	1	126	1871	1920
242	1	247	2015	####
141	1	123	1871	####
248	1	122	1790	1871
249	1	210	1968	####
249	1	148	1790	1968
250	1	241	1968	####
251	1	125	1790	1871
252	1	122	1790	1871
253	1	28	1918	1920
251	1	126	1871	1920
251	1	125	1920	####
254	1	148	1790	1968
255	1	148	1790	1968
256	1	257	2017	####
255	1	159	1968	####
258	1	259	1815	1866
260	1	189	####	2015
260	1	190	2015	####
261	1	46	1930	1932
261	1	262	1796	1802
261	1	263	1783	1796
261	1	262	1776	1783
264	1	220	2015	####
265	1	125	1790	1871
265	1	126	1871	1920
265	1	125	1920	####
146	1	123	1871	####
266	1	210	1968	####
266	1	148	1790	1968
267	1	268	1991	1997
269	1	125	1790	1871
269	1	126	1871	1920
269	1	125	1920	####
270	1	123	1871	####
271	1	272	1965	####
271	1	119	1962	1965
271	1	272	1927	1962
273	1	126	1871	1920
274	1	275	####	2015
2	1	276	1954	####
94	1	95	####	2015
2	1	3	1940	1954
277	1	125	1790	1871
94	1	278	2015	####
277	1	125	1920	####
279	1	125	1790	1871
279	1	126	1871	1920
279	1	125	1920	####
280	1	281	1824	1978
280	1	282	1824	1978
280	1	283	1824	1973
280	1	281	1978	2006
284	1	189	1866	2015
284	1	285	697	1797
284	1	190	2015	####
286	1	287	2015	####
288	1	63	####	2015
288	1	233	2015	####
289	1	257	2017	####
25	1	26	1991	####
25	1	28	1931	1991
25	1	33	1708	1929
25	1	27	1929	1931
21	1	22	####	2015
21	1	23	####	2015
21	1	24	####	2015
21	1	87	2015	####
21	1	36	2015	####
21	1	37	2015	####
290	1	291	1993	####
290	1	226	1930	1934
292	1	119	1965	####
293	1	294	####	2015
293	1	295	2015	####
292	1	119	1935	1963
292	1	120	####	1935
296	1	184	####	2014
297	1	125	1790	1871
298	1	299	1962	####
300	1	301	####	2016
300	1	302	2016	####
303	1	304	2015	####
127	1	125	1790	1871
305	1	210	1968	####
40	1	41	1802	1807
306	1	307	2016	####
308	1	165	####	2015
309	1	310	1977	2008
308	1	166	2015	####
311	1	312	1968	####
311	1	148	1790	1968
313	1	148	1790	1968
309	1	314	2009	####
315	1	123	1871	####
316	1	317	####	1971
318	1	319	####	2016
318	1	320	2016	####
321	1	322	1922	1925
321	1	323	####	1922
324	1	325	1925	1928
324	1	326	1924	1925
324	1	325	1838	1924
324	1	327	1802	1838
328	1	329	2015	####
330	1	331	####	2015
191	1	30	1721	1917
191	1	332	1917	1917
333	1	294	####	2015
333	1	334	2015	####
335	1	155	####	2014
335	1	336	2015	####
337	1	338	####	2015
337	1	239	2015	####
339	1	184	####	2014
340	1	341	1918	1937
342	1	122	1790	1871
67	1	68	####	2015
67	1	343	2015	####
344	1	122	1790	1871
345	1	122	1790	1871
346	1	347	####	2016
346	1	257	2017	####
348	1	349	####	2014
350	1	312	1968	####
351	1	122	1790	1871
342	1	123	1871	####
352	1	353	####	2015
354	1	125	1920	####
355	1	222	####	2015
355	1	223	2015	####
356	1	122	1790	1871
352	1	357	2015	2015
356	1	123	1871	####
358	1	29	1936	####
359	1	125	1790	1871
360	1	361	####	2014
360	1	362	2015	####
363	1	364	1937	####
363	1	120	1929	1937
363	1	74	1927	1929
365	1	366	####	2014
367	1	122	1790	1871
367	1	123	1871	####
368	1	369	####	2014
368	1	370	2015	####
371	1	369	####	2014
371	1	370	2015	####
372	1	369	####	2014
372	1	370	2015	####
373	1	369	####	2014
373	1	370	2015	####
374	1	369	####	2014
374	1	370	2015	####
375	1	369	####	2014
375	1	370	2015	####
376	1	369	####	2014
376	1	370	2015	####
377	1	125	1790	1871
378	1	379	####	2015
378	1	239	2015	####
380	1	119	2005	####
340	1	381	1911	1918
382	1	383	####	2015
382	1	384	2015	####
385	1	210	1968	####
386	1	210	1968	####
385	1	148	1790	1968
387	1	388	1989	2004
387	1	388	1928	1964
387	1	325	1925	1928
387	1	326	1924	1925
387	1	325	1838	1924
387	1	327	1802	1838
389	1	122	1790	1871
389	1	123	1871	####
390	1	162	1968	####
390	1	163	1896	1968
391	1	129	1790	1871
391	1	123	1871	####
392	1	148	1790	1968
392	1	241	1968	####
393	1	122	1790	1871
394	1	148	1790	1968
191	1	28	1917	1929
395	1	122	1790	1871
395	1	123	1871	####
396	1	397	1930	1932
396	1	322	1922	1926
396	1	323	1888	1922
396	1	323	####	1880
398	1	148	1790	1968
398	1	241	1968	####
399	1	170	1990	####
399	1	400	1949	1990
399	1	401	1945	1946
399	1	171	1933	1945
399	1	402	1919	1933
399	1	403	1949	1949
399	1	404	1947	1949
399	1	405	1871	1918
177	1	122	1790	1871
406	1	407	1917	1930
406	1	407	1965	1990
406	1	408	1802	1921
409	1	125	1790	1871
410	1	411	####	2016
412	1	148	1790	1968
412	1	159	1968	####
413	1	414	1985	2005
415	1	416	####	2014
417	1	319	####	2016
418	1	419	####	2015
418	1	420	2015	####
421	1	422	1929	2005
421	1	422	2017	####
423	1	295	2015	####
424	1	319	####	2016
424	1	425	2016	####
426	1	427	####	2015
428	1	429	2009	####
430	1	148	1790	1968
431	1	189	####	2015
431	1	190	2015	####
50	1	51	1928	2004
432	1	148	1790	1968
432	1	433	1968	####
434	1	122	1790	1871
435	1	125	1790	1871
436	1	437	2015	####
436	1	437	1929	2005
438	1	135	1793	####
439	1	440	1726	1929
441	1	184	####	2014
439	1	442	1713	1726
443	1	304	2015	####
439	1	31	1493	1708
444	1	170	1990	####
444	1	403	1949	1949
444	1	404	1947	1949
444	1	445	1946	1947
444	1	400	1949	1990
444	1	405	1871	1918
344	1	123	1871	####
446	1	170	1990	####
446	1	402	1919	1933
446	1	403	1949	1949
446	1	171	1933	1945
446	1	404	1947	1949
446	1	445	1945	1947
446	1	401	1945	1947
446	1	400	1949	1990
446	1	405	1871	1918
446	1	259	1815	1866
447	1	125	1790	1871
447	1	126	####	1920
447	1	125	1920	####
149	1	125	1790	####
448	1	449	1962	1991
149	1	125	1920	####
450	1	210	1968	####
448	1	449	1950	1956
451	1	243	####	2014
450	1	148	1790	1968
452	1	453	1990	####
452	1	454	1963	1990
455	1	125	1790	1871
455	1	126	####	1920
455	1	125	1920	####
456	1	125	1790	1871
456	1	126	1871	1920
456	1	125	1920	####
457	1	125	1790	1871
457	1	126	1871	1920
457	1	125	1920	####
458	1	125	1790	1871
458	1	126	1871	1920
458	1	125	1920	####
459	1	125	1790	1871
459	1	126	1871	1920
459	1	125	1920	####
460	1	125	1790	1871
460	1	126	1871	1920
460	1	125	1920	####
461	1	125	1790	1871
461	1	126	1871	1920
461	1	125	1920	####
462	1	125	1790	1871
462	1	126	1871	1920
462	1	125	1920	####
463	1	125	1790	1871
463	1	126	1871	1920
463	1	125	1920	####
246	1	125	1920	####
464	1	125	1790	1871
464	1	126	1871	1920
464	1	125	1920	####
465	1	125	1790	1871
465	1	126	1871	1920
465	1	125	1920	####
466	1	125	1790	1871
466	1	125	1920	####
273	1	125	1790	1871
15	1	16	1804	1924
273	1	125	1920	####
467	1	125	1790	1871
467	1	126	1871	1920
467	1	125	1920	####
468	1	125	1790	1871
468	1	126	1871	1920
468	1	125	1920	####
469	1	125	1790	1871
469	1	126	1871	1920
469	1	125	1920	####
470	1	125	1790	1871
470	1	126	1871	1920
470	1	125	1920	####
330	1	471	2015	####
472	1	210	1968	####
472	1	148	1790	1968
473	1	304	2015	####
473	1	416	####	2014
474	1	148	1790	1968
474	1	159	1968	####
475	1	148	1790	1968
475	1	241	1968	####
476	1	210	1968	####
476	1	148	1790	1968
386	1	148	1790	1968
477	1	122	1790	1871
477	1	123	1871	####
204	1	122	1790	1871
478	1	444	####	2005
478	1	479	####	1946
480	1	481	1938	####
482	1	483	2005	2016
484	1	159	1968	####
485	1	210	1968	####
485	1	148	1790	1968
486	1	487	####	2014
488	1	30	1851	1917
488	1	28	1917	1928
489	1	125	1790	1871
490	1	491	####	2014
492	1	493	####	1997
494	1	26	1991	####
494	1	28	####	1991
495	1	496	2016	####
482	1	497	2016	####
498	1	187	2015	####
498	1	499	####	2015
500	1	148	1790	1968
500	1	241	1968	####
501	1	502	####	2014
501	1	503	2015	####
504	1	159	1968	####
505	1	148	1790	1968
505	1	241	1968	####
506	1	507	####	2014
508	1	184	####	2014
509	1	510	1991	####
509	1	442	1713	1783
509	1	511	1944	1990
512	1	487	####	2014
513	1	362	2015	####
514	1	487	####	2014
514	1	515	2015	####
516	1	95	####	2015
516	1	278	2015	####
517	1	518	2015	####
517	1	519	####	2015
520	1	54	####	2017
520	1	343	2015	####
521	1	427	####	2015
521	1	522	2015	####
523	1	487	####	2014
523	1	524	2015	####
525	1	526	2015	####
527	1	528	####	2016
527	1	529	2017	####
530	1	531	2015	####
532	1	533	2015	####
534	1	135	####	2015
534	1	535	####	2015
536	1	487	####	2014
536	1	537	2015	####
538	1	539	2009	####
538	1	540	####	2009
541	1	283	1824	2006
541	1	542	1949	2006
541	1	543	1949	2006
544	1	545	1937	####
546	1	539	2009	####
546	1	540	####	2009
547	1	539	2009	####
547	1	540	####	2009
548	1	539	2009	####
548	1	540	####	2009
549	1	539	2009	####
549	1	540	####	2009
44	1	45	1991	####
44	1	46	1919	1941
44	1	550	1918	1919
44	1	550	1917	1918
44	1	551	1941	1943
44	1	552	1471	1654
44	1	553	862	1132
44	1	46	1943	1991
554	1	487	####	2014
554	1	524	2015	####
555	1	556	2015	####
557	1	558	1994	####
557	1	559	1952	1994
557	1	560	1816	1950
561	1	95	####	2015
561	1	278	####	2015
562	1	563	####	2015
564	1	565	####	2015
564	1	531	2015	####
350	1	163	1790	1968
566	1	243	####	2014
567	1	125	1790	1871
568	1	125	1790	1871
569	1	361	####	2015
569	1	362	2015	####
570	1	125	1790	1871
571	1	125	1790	1871
513	1	572	####	2015
573	1	574	1873	####
575	1	129	1790	1871
576	1	577	1965	####
576	1	577	1929	1963
578	1	26	1991	####
578	1	28	####	1991
579	1	580	1973	####
64	1	65	2005	####
64	1	66	1928	2005
581	1	582	####	2015
581	1	95	2015	####
583	1	584	1806	1918
28	1	29	1922	1991
585	1	586	1944	####
69	1	70	1944	####
69	1	74	1930	1944
69	1	73	1927	1930
69	1	72	1727	1927
69	1	71	1136	1478
69	1	31	1479	1547
69	1	32	1547	1706
248	1	123	1871	####
587	1	125	1790	1871
587	1	126	1871	1920
587	1	125	1920	####
588	1	589	1946	1991
588	1	590	1924	1930
588	1	589	1930	1938
588	1	591	1938	1941
588	1	591	1944	1946
588	1	592	1991	####
593	1	594	2015	####
530	1	522	####	2015
364	1	26	1991	####
364	1	28	1937	1991
595	1	125	1790	1871
595	1	126	1871	1920
595	1	125	1920	####
88	1	89	1936	####
88	1	596	1930	1936
88	1	90	1777	1929
597	1	598	2010	####
534	1	599	2015	####
600	1	601	2013	####
602	1	135	1967	####
413	1	414	1929	1963
413	1	603	1921	1929
602	1	604	1790	1967
605	1	245	1898	1950
605	1	606	1950	####
607	1	596	1929	1936
608	1	278	2015	####
609	1	419	####	2015
541	1	281	1949	####
610	1	416	####	2014
541	1	282	1824	2006
611	1	187	2015	####
612	1	487	####	2014
612	1	515	2015	####
613	1	304	2015	####
150	1	123	1871	####
100	1	101	1938	####
614	1	129	1790	1871
615	1	582	####	2015
615	1	531	2015	####
616	1	233	2015	####
616	1	617	2016	####
616	1	618	2017	####
619	1	507	####	2014
620	1	507	####	2014
621	1	122	1790	1871
621	1	123	1871	####
622	1	507	####	2014
623	1	349	####	2014
624	1	347	####	2016
0	1	1	1946	####
0	1	625	1938	1944
0	1	46	1945	1946
4	1	626	1932	1936
4	1	5	1804	1923
4	1	627	1923	1930
4	1	627	1936	1937
628	1	148	1790	1968
629	1	30	####	1917
629	1	332	1917	1917
624	1	257	2017	####
630	1	631	1937	####
630	1	632	1932	1937
630	1	46	1930	1930
633	1	294	####	2015
633	1	634	2015	####
635	1	294	####	2015
635	1	634	2015	####
194	1	148	1790	1968
12	1	13	1944	2004
12	1	27	1929	1937
12	1	14	1796	1929
12	1	33	1708	1719
636	1	479	1885	1946
637	1	366	####	2014
636	1	172	####	1946
638	1	639	####	2015
640	1	641	2005	2016
640	1	642	2016	####
643	1	125	1790	1871
643	1	126	1871	1920
643	1	125	1920	####
644	1	125	1790	1871
645	1	125	1790	1871
646	1	122	1790	1871
646	1	123	1871	####
647	1	126	1871	1920
648	1	642	1927	2005
648	1	641	2005	2016
648	1	642	2016	####
649	1	642	1927	2005
649	1	641	2005	2016
650	1	651	1956	1991
638	1	357	2015	####
652	1	148	1790	1968
652	1	159	1968	####
653	1	302	2016	####
654	1	129	1790	1871
655	1	420	2015	####
579	1	656	####	1997
657	1	210	1968	####
657	1	148	1790	1968
654	1	123	1871	####
658	1	173	####	1918
658	1	172	1918	####
659	1	444	2005	####
659	1	341	####	1946
659	1	660	1946	1977
659	1	661	1977	2005
662	1	663	####	2014
664	1	642	1927	2005
664	1	641	2005	2016
664	1	642	2016	####
665	1	641	2005	2016
665	1	666	2016	####
665	1	642	1927	2005
667	1	642	1927	2005
667	1	641	2005	2016
667	1	642	2016	####
668	1	483	2005	2016
668	1	497	####	2005
668	1	497	2016	####
669	1	483	2005	2016
669	1	497	####	2005
669	1	497	2016	####
482	1	497	####	2005
670	1	349	####	2014
662	1	671	2015	####
672	1	123	1871	####
673	1	163	####	1860
674	1	122	1790	1871
675	1	320	1867	####
676	1	122	1790	1871
677	1	148	1790	1968
677	1	241	1968	####
678	1	679	####	2014
680	1	136	2016	####
680	1	137	####	2015
678	1	681	2015	####
682	1	503	2015	####
683	1	684	####	2014
685	1	686	2016	####
685	1	687	####	2015
688	1	502	####	2014
689	1	507	####	2014
690	1	507	####	2014
690	1	556	2015	####
691	1	129	1790	1871
692	1	693	1966	2005
692	1	694	1963	1965
692	1	693	1929	1963
692	1	603	1922	1929
282	1	695	2016	####
282	1	696	####	2015
697	1	695	2016	####
697	1	698	####	2015
699	1	123	1871	####
700	1	701	####	2015
702	1	26	1991	####
702	1	28	####	1991
703	1	686	2016	####
703	1	704	####	2015
705	1	686	2016	####
705	1	687	####	2015
706	1	707	2016	####
706	1	708	####	2015
709	1	369	####	2014
709	1	370	2015	####
710	1	123	1871	####
711	1	26	1991	####
711	1	28	####	1991
712	1	162	1968	####
713	1	291	1993	####
714	1	537	2015	####
715	1	125	1790	1871
716	1	148	1790	1968
717	1	718	2004	####
717	1	636	####	2004
719	1	679	####	2014
720	1	26	1991	####
720	1	28	####	1991
721	1	123	1871	####
722	1	723	1932	####
244	1	606	1950	####
724	1	725	1990	####
726	1	666	2016	####
726	1	528	####	2005
727	1	222	####	2015
727	1	379	####	2015
727	1	239	2015	####
727	1	223	2015	####
728	1	405	1806	1918
728	1	259	1815	1866
729	1	429	2009	####
729	1	730	1972	2009
729	1	731	1816	1971
562	1	732	2015	####
733	1	429	2009	####
733	1	730	1972	2009
733	1	731	1816	1971
734	1	735	1952	1990
734	1	736	1990	2011
737	1	122	1790	1871
737	1	123	1871	####
738	1	122	1790	1871
738	1	123	1871	####
739	1	507	####	2014
740	1	578	1992	####
172	1	402	####	1933
172	1	171	1933	1947
741	1	679	####	2014
741	1	681	2015	####
742	1	743	1970	1997
744	1	163	1790	1968
744	1	312	1968	####
745	1	746	1999	####
745	1	747	1945	1975
742	1	748	1868	1921
742	1	748	1922	1928
749	1	411	####	2016
749	1	750	2016	####
751	1	411	####	2016
751	1	750	2016	####
60	1	61	1778	1924
752	1	753	####	2014
754	1	126	1871	1920
713	1	755	1928	1930
756	1	757	2005	2016
674	1	123	1871	####
758	1	759	1957	1993
758	1	545	1944	1944
758	1	759	1936	1944
760	1	507	####	2014
761	1	123	1871	####
250	1	148	1790	1968
762	1	28	1936	1991
762	1	26	1991	####
763	1	764	####	2016
765	1	766	1934	2006
765	1	767	1744	1782
765	1	767	1796	1928
768	1	291	1993	2004
768	1	226	1930	1934
768	1	755	1928	1930
769	1	26	1991	####
769	1	28	####	1991
770	1	125	1790	1871
770	1	126	1871	1920
770	1	125	1920	####
771	1	772	1943	####
771	1	629	1796	1928
771	1	773	1929	1936
771	1	774	1936	1943
34	1	35	2008	####
775	1	123	1871	####
776	1	493	####	1997
777	1	778	1775	1997
777	1	208	1634	1775
206	1	207	####	2009
779	1	95	####	2015
779	1	278	2015	####
780	1	125	1920	####
781	1	210	1968	####
782	1	361	####	2015
783	1	122	1790	1871
781	1	148	1790	1968
784	1	785	####	1971
784	1	317	####	1971
786	1	787	2009	####
788	1	444	2004	####
788	1	789	1977	1978
788	1	636	1978	2004
790	1	427	####	2015
791	1	444	2005	####
791	1	789	1977	1978
791	1	636	1979	2004
792	1	444	2004	####
792	1	789	1932	1978
792	1	636	1978	2004
793	1	444	2005	####
793	1	341	1933	1946
793	1	660	1946	1977
793	1	661	1977	####
794	1	444	2005	####
794	1	478	1885	2005
795	1	210	1968	####
484	1	148	1790	1968
796	1	797	1937	2008
798	1	589	1930	1938
799	1	773	1930	1934
800	1	416	####	2014
800	1	304	2015	####
303	1	416	####	2014
801	1	601	2017	####
218	1	125	1920	####
802	1	122	1790	1871
802	1	123	1871	####
803	1	122	1790	1871
354	1	125	1790	1871
354	1	126	1871	1920
804	1	122	1790	1871
804	1	123	1871	####
805	1	129	1790	1871
805	1	123	1871	####
252	1	123	1871	####
806	1	122	1790	1871
672	1	122	1790	1871
807	1	241	1968	####
808	1	666	2016	####
808	1	528	####	2005
83	1	45	1991	####
83	1	56	2014	2014
83	1	59	1945	1991
83	1	58	1921	1945
83	1	809	1802	1873
83	1	84	1873	1917
83	1	809	1917	1921
83	1	26	2014	####
83	1	262	1796	1802
415	1	304	2015	####
810	1	416	####	2014
810	1	304	2015	####
811	1	416	####	2014
811	1	304	2015	####
812	1	416	####	2014
812	1	304	2015	####
443	1	416	####	2014
466	1	126	1871	1920
813	1	148	1790	1968
813	1	159	1968	####
814	1	815	2016	####
816	1	528	####	2005
186	1	362	####	2015
817	1	148	1790	1968
817	1	241	1968	####
818	1	416	####	2014
818	1	304	2015	####
819	1	820	1972	####
819	1	821	####	1972
822	1	416	####	2014
822	1	304	2015	####
823	1	148	1790	1968
823	1	241	1968	####
628	1	241	1968	####
824	1	243	####	2014
824	1	247	2015	####
825	1	129	1790	1871
826	1	148	1790	1968
827	1	828	2009	####
829	1	787	2009	####
830	1	210	1968	####
830	1	148	1790	1968
831	1	416	####	2014
831	1	304	2015	####
832	1	416	####	2014
832	1	304	2015	####
833	1	834	1940	1962
833	1	834	1965	####
254	1	162	1968	####
610	1	304	2015	####
613	1	416	####	2014
826	1	159	1968	####
614	1	123	1871	####
835	1	679	####	2014
835	1	681	2015	####
836	1	193	1998	####
836	1	837	####	1997
838	1	681	2015	####
838	1	679	####	2014
839	1	679	####	2014
839	1	681	2015	####
840	1	679	####	2014
840	1	681	2015	####
841	1	681	2015	####
841	1	679	####	2014
842	1	679	####	2014
842	1	681	2015	####
843	1	679	####	2014
843	1	681	2015	####
844	1	679	####	2014
844	1	681	2015	####
845	1	26	1991	####
845	1	28	####	1991
846	1	26	1991	####
846	1	28	1947	1991
846	1	845	1938	1947
846	1	397	####	1938
847	1	679	####	2014
847	1	681	2015	####
848	1	849	####	2015
848	1	849	2015	####
712	1	163	1790	1968
716	1	210	1968	####
850	1	679	####	2014
719	1	681	2015	####
851	1	679	####	2014
851	1	681	2015	####
852	1	853	1994	####
854	1	135	####	2015
854	1	535	####	2015
854	1	599	2015	####
855	1	679	####	2014
855	1	681	2015	####
856	1	679	####	2014
856	1	681	2015	####
857	1	580	2009	####
858	1	679	####	2014
858	1	681	2015	####
859	1	679	####	2014
859	1	681	2015	####
860	1	679	####	2014
860	1	681	2015	####
861	1	487	####	2014
77	1	78	1781	1923
77	1	631	1972	####
277	1	126	1871	1920
861	1	862	2015	####
286	1	863	####	2014
864	1	865	####	2014
864	1	866	2015	####
867	1	865	####	2014
867	1	866	2015	####
868	1	865	####	2014
868	1	866	2015	####
869	1	865	####	2014
869	1	866	2015	####
870	1	865	####	2014
870	1	866	2015	####
871	1	865	####	2014
871	1	866	2015	####
872	1	865	####	2014
872	1	866	2015	####
873	1	865	####	2014
873	1	866	2015	####
532	1	491	####	2014
874	1	865	####	2014
874	1	866	2015	####
875	1	865	####	2014
875	1	866	2015	####
876	1	125	1790	1871
877	1	865	####	2014
877	1	866	2015	####
878	1	865	####	2014
878	1	866	2015	####
879	1	865	####	2014
879	1	866	2015	####
880	1	865	####	2014
880	1	866	2015	####
881	1	865	####	2014
881	1	866	2015	####
882	1	865	####	2014
882	1	866	2015	####
883	1	884	1991	####
883	1	885	1936	1991
886	1	865	####	2014
886	1	866	2015	####
887	1	865	####	2014
887	1	866	2015	####
888	1	865	####	2014
888	1	866	2015	####
889	1	865	####	2014
889	1	866	2015	####
890	1	865	####	2014
890	1	866	2015	####
891	1	865	####	2014
891	1	866	2015	####
892	1	865	####	2014
892	1	866	2015	####
893	1	865	####	2014
893	1	866	2015	####
894	1	865	####	2014
894	1	866	2015	####
895	1	865	####	2014
895	1	866	2015	####
896	1	865	####	2014
896	1	866	2015	####
897	1	865	####	2014
897	1	866	2015	####
898	1	865	####	2014
898	1	866	2015	####
626	1	45	1991	####
626	1	46	1932	1991
899	1	222	####	2015
1	1	45	1991	####
1	1	46	####	1991
900	1	865	####	2014
900	1	866	2015	####
901	1	865	####	2014
901	1	866	2015	####
902	1	865	####	2014
902	1	866	2015	####
903	1	865	####	2014
903	1	866	2015	####
904	1	865	####	2014
904	1	866	2015	####
905	1	865	####	2014
905	1	866	2015	####
714	1	487	####	2014
906	1	865	####	2014
906	1	866	2015	####
907	1	837	####	1973
274	1	572	2015	####
908	1	518	####	2015
908	1	526	2015	####
75	1	76	####	2015
909	1	148	1790	1968
909	1	159	1968	####
910	1	526	2015	####
216	1	159	1968	####
911	1	912	1101	1795
913	1	914	####	2008
913	1	914	2015	####
915	1	590	1927	1930
916	1	917	####	2015
916	1	357	2015	####
918	1	148	1790	1968
918	1	159	1968	####
289	1	347	####	2016
919	1	920	1932	####
919	1	921	1796	1925
922	1	865	####	2014
922	1	866	2015	####
923	1	865	####	2014
923	1	866	2015	####
924	1	865	####	2014
924	1	866	2015	####
925	1	865	####	2014
925	1	866	2015	####
926	1	865	####	2014
926	1	866	2015	####
899	1	223	2015	####
927	1	865	####	2014
927	1	866	2015	####
928	1	865	####	2014
928	1	866	2015	####
929	1	865	####	2014
929	1	866	2015	####
930	1	865	####	2014
930	1	866	2015	####
931	1	865	####	2014
931	1	866	2015	####
932	1	210	1968	####
932	1	148	1790	1968
225	1	291	1993	####
933	1	865	####	2014
933	1	866	2015	####
934	1	865	####	2014
